,jokes,whtsapp_lnk
2850,Aap sochte honge ki hamari aur se aanewale sms ka silsila kab khatam hoga? Janab ye to EKTA KAPUR ke serial jaisa hai. NEVER ENDing,"https://api.whatsapp.com/send?text=Aap%20sochte%20honge%20ki%20hamari
aur%20se%20aanewale%20sms%20ka
silsila%20kab%20khatam%20hoga?
Janab%20ye%20to%20EKTA%20KAPUR
ke%20serial%20jaisa%20hai.
NEVER%20ENDing"
2851,Hazrat Alama IQBAL Ny Apni Zindagi K 50 Sal Laga K Hamari Soi Hoi Qoam Ko Jagaya Laikin Ab Yeh Kaam Wapda Waly Hr 50 Mint K Baad Kar Rahy Hain,"https://api.whatsapp.com/send?text=Hazrat%20Alama%20IQBAL%20Ny%20Apni%20Zindagi%20K%2050%20Sal%20Laga%20K%20Hamari%20Soi%20Hoi%20Qoam%20Ko%20Jagaya%20
Laikin%20Ab%20Yeh%20Kaam%20Wapda%20Waly%20Hr%2050%20Mint%20K%20Baad%20Kar%20Rahy%20Hain"
2852,Wife: Suno g doctor ne mujhe aik maheenay k araam k liye beautiful foreign country janay ko kaha hai. Hum kahan jayen gay? Husband: doosray doctor k passs.. ,"https://api.whatsapp.com/send?text=Wife:%20Suno%20g%20doctor%20ne%20mujhe%20aik
maheenay%20k%20araam%20k%20liye%20beautiful
foreign%20country%20janay%20ko%20kaha%20hai.
Hum%20kahan%20jayen%20gay?
Husband:%20doosray%20doctor%20k%20passs..
"
2853,cigratte noshi insaan ko ahista ahista maar deti hai tuo jaldi kis ko hai HA!,https://api.whatsapp.com/send?text=cigratte%20noshi%20insaan%20ko%20ahista%20ahista%20maar%20deti%20hai%20tuo%20jaldi%20kis%20ko%20hai%20%20HA!
2854,"Boy: I am not rich like Sarmad, I don't even have a big car like Sarmad. But I really love you! Girl: I love you too, but tell me more about Sarmad...","https://api.whatsapp.com/send?text=Boy:%20I%20am%20not%20rich%20like%20Sarmad,%20I%20don't%20even%20have%20a%20big%20car%20like%20Sarmad.%20But%20I%20really%20love%20you!%20
Girl:%20I%20love%20you%20too,%20but%20tell%20me%20more%20about%20Sarmad..."
2855,MOUSE TO ELEPHANT;DO DIN KK LIEE APNE KAMEEZ DENE ELEPHANT;HA...HA...HA.....PEHNEY GE KIA MOUSE;NAI BETI K SHADI HAI TENT LAGANA HAI ,https://api.whatsapp.com/send?text=MOUSE%20TO%20ELEPHANT;DO%20DIN%20KK%20LIEE%20APNE%20KAMEEZ%20DENE%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20ELEPHANT;HA...HA...HA.....PEHNEY%20GE%20KIA%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20MOUSE;NAI%20BETI%20K%20SHADI%20HAI%20TENT%20LAGANA%20HAI%20%20
2856,"Govt of Pakistan has announced that all the beautiful persons will b kicked out from the country.i m worried u r safe ""BUT"" ""MERA KIA HOGA?""","https://api.whatsapp.com/send?text=Govt%20of%20Pakistan%20has%20announced%20that%20all%20the%20beautiful%20persons%20will%20b%20kicked%20out%20from%20the%20country.i%20m%20worried%20
u%20r%20safe
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20""BUT""
""MERA%20KIA%20HOGA?"""
2857,MACHAR NAY APP KO KATTA YE USS KA SAROOR THA APP NAY WAHAN KHUJLI KI YE APP KA SAKOON THA CHAH KAR BHI APP USKO MAARR NA SAKAY KYUNKAY USKI RAGOON MAY BHI APP KA KHOON THA ,"https://api.whatsapp.com/send?text=MACHAR%20NAY%20APP%20KO%20KATTA%20YE%20USS%20KA%20SAROOR%20THA
APP%20NAY%20WAHAN%20KHUJLI%20KI%20YE%20%20APP%20KA%20SAKOON%20THA
CHAH%20KAR%20%20BHI%20APP%20USKO%20MAARR%20%20NA%20%20SAKAY
KYUNKAY%20USKI%20RAGOON%20MAY%20BHI%20APP%20KA%20KHOON%20THA
"
2858,"ak pathan amrood bach raha tha, ak shaks nay bola k kal mai jo amrood laykar gaya tha us mai say to kyra nakla tha pathan bola naseeb naseeb ki bath hai kal ak shaka k to motercycle nakla tha","https://api.whatsapp.com/send?text=ak%20pathan%20amrood%20bach%20raha%20tha,%20
ak%20shaks%20nay%20bola%20k%20kal%20mai%20jo%20amrood%20laykar%20gaya%20tha%20us%20mai%20say%20to%20kyra%20nakla%20tha
pathan%20bola%20naseeb%20naseeb%20ki%20bath%20hai%20kal%20ak%20shaka%20k%20to%20motercycle%20nakla%20tha"
2859,Ek Aadmi doosrey say.Bhai yeh khushi kia hoti hay?2sara admi. pata nahi bhai.meri to jawani mein hi shaadi ho gai thi,https://api.whatsapp.com/send?text=Ek%20Aadmi%20doosrey%20say.Bhai%20yeh%20khushi%20kia%20hoti%20hay?2sara%20admi.%20%20%20%20%20%20%20%20pata%20nahi%20bhai.meri%20to%20jawani%20mein%20hi%20shaadi%20ho%20gai%20thi
2860,7 saal pehlay meri gf k saaray bhai ghar pay rehtay thay aur date marna impossible tha Aaj sub aatay ki line mai kharay rehtay hain Farq tau para hai Geo Musharraf ,"https://api.whatsapp.com/send?text=7%20saal%20pehlay%20meri%20gf%20k%20saaray%20bhai%20ghar
pay%20rehtay%20thay%20aur%20date%20marna%20impossible%20tha
Aaj%20sub%20aatay%20ki%20line%20mai%20kharay%20rehtay%20hain
Farq%20tau%20para%20hai
Geo%20Musharraf

"
2861,"Memon Boss to Worker: Tumne is saal Mehnat se kam kia hai, Is liye 5000 ka Bonus Cheque de raha hoon Agar isi tarha kaam karo gay tau agle saal is par sign kardunga ","https://api.whatsapp.com/send?text=Memon%20Boss%20to%20Worker:%20Tumne%20is%20saal
Mehnat%20se%20kam%20kia%20hai,
Is%20liye%205000%20ka%20Bonus
Cheque%20de%20raha%20hoon

Agar%20isi%20tarha%20kaam%20karo%20gay%20tau%20agle%20saal%20is%20par%20sign%20kardunga%20

"
2862,Aik pagal ghussay mein: oye main is dunia ko mita dungaaDoosra pagal: he he he main tujhe rubber hi nahi dunga ,"https://api.whatsapp.com/send?text=Aik%20pagal%20ghussay%20mein:
oye%20main%20is%20dunia%20ko%20mita%20dungaaDoosra%20pagal:%20he%20he%20he%20main%20tujhe%20rubber%20hi%20nahi%20dunga%20"
2863,School - a place where papa pays & son plays Life insurance - a contract tht keeps you poor all ur life so tht you can die rich Nurse - a person wakes up to give you sleeping pills Marriage - a contract in which a boy loses his bachelors degree & girl gets her masters degree ,"https://api.whatsapp.com/send?text=School%20-%20a%20place%20where%20papa%20pays%20&%20son%20plays%20
Life%20insurance%20-%20a%20contract%20tht%20keeps%20you%20poor%20all%20ur%20life%20so%20tht%20you%20can%20die%20rich%20Nurse%20-%20a%20person%20wakes%20up%20to%20give%20you%20sleeping%20pills%20Marriage%20-%20a%20contract%20in%20which%20a%20boy%20loses%20his%20bachelors%20degree%20&%20girl%20gets%20her%20masters%20degree%20"
2864,Keh Do Un ParhNe WaLo Se Kabhi Hum Bhi ParHa Krte Thay Jitna SyLLabus Parh Kr Wo Top Krte hain Utna To Hum Choice Mein CHor DIya Karte Thay…,"https://api.whatsapp.com/send?text=Keh%20Do%20Un%20ParhNe%20WaLo%20Se
Kabhi%20Hum%20Bhi%20ParHa%20Krte%20Thay
Jitna%20SyLLabus%20Parh%20Kr%20Wo%20Top%20Krte%20hain
Utna%20To%20Hum%20Choice%20Mein%20CHor%20DIya%20Karte%20Thay…"
2865,Hai Smart bohat woh hai bheja sms Ne jis aur hon raha Perh Se Niche ko Msg jo hon Bewakoof woh mai Confused??? Ab niche se upar parho. ,"https://api.whatsapp.com/send?text=Hai
Smart%20
bohat
woh%20
hai
bheja%20
sms
Ne
jis
aur
hon
raha
Perh
Se
Niche
ko
Msg
jo
hon
Bewakoof
woh
mai
Confused???
Ab%20niche%20se%20upar%20parho.%20"
2866,Wife- i will die. Husband- i will also die. Wife- Why do you want 2 die? hosband- bcoz ma itni khushi bardasht nahi kar sakta:! ,https://api.whatsapp.com/send?text=Wife-%20i%20will%20die.%20Husband-%20i%20will%20also%20die.%20Wife-%20Why%20do%20you%20want%202%20die?%20hosband-%20bcoz%20ma%20itni%20khushi%20bardasht%20nahi%20kar%20sakta:!%20
2867,Wife: Kya kar rahe ho? Man: Makkhiya maar rha hu. Wife: Kitni mari? Man: 3 male aur 2 female. Wife: Kaise malum? Man: Kyonki 3 sharab ki botal se chipki thi or 2 phone se...,"https://api.whatsapp.com/send?text=Wife:%20Kya%20kar%20rahe%20ho?%20
Man:%20Makkhiya%20maar%20rha%20hu.%20
Wife:%20Kitni%20mari?%20
Man:%203%20male%20aur%202%20female.%20
Wife:%20Kaise%20malum?%20
Man:%20Kyonki%203%20sharab%20ki%20botal%20se%20chipki%20thi%20or%202%20phone%20se..."
2868,Russians dugg 100 meters and found copper cable and said that they had telephones 500 years ago Americans dugg 200 meters and found optical fibre and said they had internet facility 1000 years ago. indians dugg 1000 meters and didnt find anything and said that we had wireless technology 2000 years ago,"https://api.whatsapp.com/send?text=Russians%20dugg%20100
meters%20and%20found
copper%20cable%20and%20said
that%20they%20had
telephones%20500%20years%20ago
Americans%20dugg%20200
meters%20and%20found
optical%20fibre%20and%20said
they%20had%20internet
facility%201000%20years%20ago.
indians%20dugg%201000
meters%20and%20didnt%20find
anything%20and%20said%20that
we%20had%20wireless
technology%202000%20years%20ago"
2869,Teacher:Oxygen is must for Breathing . It was discovered in 1773. Sardar:Thank God I was born after that . Pehla Paida hota to mar hi jata .,"https://api.whatsapp.com/send?text=Teacher:Oxygen%20is%20must%20for%20Breathing%20.%20It%20was%20discovered%20in%201773.
Sardar:Thank%20God%20I%20was%20born%20after%20that%20.
Pehla%20Paida%20hota%20to%20mar%20hi%20jata%20."
2870,Dosti ka Haq Ada kon kerey ga Main na rahi tau wafa kon kerey ga Ae Khuda mere dostoon ko Slamat Rakhna werna meri shadi pe Bertan saaf kon kerey ga ,"https://api.whatsapp.com/send?text=Dosti%20ka%20Haq%20Ada%20kon%20kerey%20ga
Main%20na%20rahi%20tau%20wafa%20kon%20kerey%20ga
Ae%20Khuda%20mere%20dostoon%20ko%20Slamat%20Rakhna%20
werna%20meri%20shadi%20pe%20Bertan%20saaf%20kon%20kerey%20ga%20"
2871,Lab pe aati he Dua bunke tummana mri Sim band hojae ALLAH kre teri Hr jaga mare chumkne se ujala ho jae Jo mujay sms na kre us ka rung kala ho jae Ho mera kam fakiron ko sms kerna In kanjoson gharibon k inbox bhrna Mare ALLAH ab in ko bhi ghrat aajae Ye sms perte hi inka bhi sms aajae ,"https://api.whatsapp.com/send?text=Lab%20pe%20aati%20he%20Dua%20bunke%20tummana%20mri
Sim%20band%20hojae%20ALLAH%20kre%20teri
Hr%20jaga%20mare%20chumkne%20se%20ujala%20ho%20jae
Jo%20mujay%20sms%20na%20kre%20us%20ka%20rung%20kala%20ho%20jae
Ho%20mera%20kam%20fakiron%20ko%20sms%20kerna
In%20kanjoson%20gharibon%20k%20inbox%20bhrna
Mare%20ALLAH%20ab%20in%20ko%20bhi%20ghrat%20aajae
Ye%20sms%20perte%20hi%20inka%20bhi%20sms%20aajae%20"
2872,Farash Pe Sone Ka 1 Faida Hay! Banda Zameen Par Nhi Girta. ,"https://api.whatsapp.com/send?text=Farash%20Pe%20Sone%20Ka%201%20Faida%20Hay!%20


Banda%20Zameen%20Par%20Nhi%20Girta.%20


"
2873,"Santa-Oye Kya Kr Rahe Ho? Banta-Is Baby Ki Aawaz Record Kr Raha Hun! Santa-Kyun? Banta-Wo Jab Bada Ho Jaega,Us se Iska Matlab Puchun ga","https://api.whatsapp.com/send?text=Santa-Oye%20Kya%20Kr%20Rahe%20Ho?%20
Banta-Is%20Baby%20Ki%20Aawaz%20Record%20Kr%20Raha%20Hun!%20
Santa-Kyun?%20
Banta-Wo%20Jab%20Bada%20Ho%20Jaega,Us%20se%20Iska%20Matlab%20Puchun%20ga"
2874,Zalil karnay ke 8 tariky . . . . . . . . ye pahla hai.,"https://api.whatsapp.com/send?text=Zalil%20karnay%20ke%208%20tariky
.
.
.
.
.
.
.
.
ye%20pahla%20hai."
2875,1st sarder: oye agar neend na aye to kia kiya jaye? 2nd sardar: neend ka intezar karne se behtar hai aadmi so jaye,https://api.whatsapp.com/send?text=1st%20sarder:%20oye%20agar%20neend%20na%20aye%20to%20kia%20kiya%20jaye?%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%202nd%20sardar:%20neend%20ka%20intezar%20karne%20se%20behtar%20hai%20aadmi%20so%20jaye
2876,Aray humen to apno ne koota gheron me kahan dum tha meri haddy bhi wahan toti jahan hospital band tha mujay jis ambulance me dala us ambulance ka petrol he khatam tha,"https://api.whatsapp.com/send?text=Aray%20humen%20to%20apno%20ne%20koota%20gheron%20me%20kahan%20dum%20tha
meri%20haddy%20bhi%20wahan%20toti
jahan%20hospital%20band%20tha
mujay%20jis%20ambulance%20me%20dala
us%20ambulance%20ka%20petrol%20he%20khatam%20tha"
2877,kuch bewakuf sms ki 1 line perte hain. kuch bewakuf 2 line perte hain. kuch bewakuf adha sms perte hain. Apne tu bewakufi ke had kerdi. ab tuk sms Par rahe ho.,"https://api.whatsapp.com/send?text=kuch%20bewakuf%20sms%20ki%201%20line%20perte%20hain.
kuch%20bewakuf%202%20line%20perte%20hain.
kuch%20bewakuf%20adha%20sms%20perte%20hain.
Apne%20tu%20bewakufi%20ke%20had%20kerdi.
ab%20tuk%20sms%20Par%20rahe%20ho."
2878,"judge mulzim se; tum janta ho k jhoot bol ker tumha kaha jana ho ga, mulzim,''dozkh''me, judge, aur such bol ker, mulzim;serkari jale me, ","https://api.whatsapp.com/send?text=judge%20mulzim%20se;%20tum%20janta%20ho%20k%20jhoot%20bol%20ker%20tumha%20kaha%20jana%20ho%20ga,
mulzim,''dozkh''me,
judge,%20aur%20such%20bol%20ker,
mulzim;serkari%20jale%20me,
"
2879,maine khwab main apko hooron ke darmian bethe dekha maine khuda se pucha 'ise kis neki ki jaza mily he' jawab aya ise jaza nahin hooron ko saza mily he,"https://api.whatsapp.com/send?text=maine%20khwab%20main%20apko%20hooron%20ke%20darmian%20bethe%20dekha
maine%20khuda%20se%20pucha%20'ise%20kis%20neki%20ki%20jaza%20mily%20he'
jawab%20aya%20ise%20jaza%20nahin%20hooron%20ko%20saza%20mily%20he"
2880,sub dost bewafa ho gaye hum apney mobile se khafa ho gaye 1 sms to kerdo zaalim warna duniya sumjay gi tum duniya se dafa ho gaye,"https://api.whatsapp.com/send?text=sub%20dost%20bewafa%20ho%20gaye
hum%20apney%20mobile%20se%20khafa%20ho%20gaye
1%20sms%20to%20kerdo%20zaalim
warna%20duniya%20sumjay%20gi%20
tum%20duniya%20se%20dafa%20ho%20gaye"
2881,"Do Arbi aik doosre ko Arbi main galiyan de rahey thy, Qareeb se guzarty huye Pathan ne unse kaha! Qari saib! Hamara liye bhi DUA krna!","https://api.whatsapp.com/send?text=Do%20Arbi%20aik%20doosre%20ko%20Arbi%20main%20galiyan%20de%20rahey%20thy,
Qareeb%20se%20guzarty%20huye%20Pathan%20ne%20unse%20kaha!
Qari%20saib!
Hamara%20liye%20bhi%20DUA%20krna!"
2882,100 Dayz of PPP Petrol 76 Diesel 56 Gas 30% raise Atta Rs.40kg (If Available) Bijlee 16% high GST 16% on all items Awmam mar gayi per Aaj b Bhuttu Zinda hai,"https://api.whatsapp.com/send?text=100%20Dayz%20of%20PPP

Petrol%2076
Diesel%2056
Gas%2030%%20raise
Atta%20Rs.40kg
(If%20Available)
Bijlee%2016%%20high
GST%2016%%20on%20all%20items

Awmam%20mar%20gayi%20
per%20Aaj%20b%20Bhuttu%20Zinda%20hai"
2883,ae sms mere dost ko hello kehna save kare to thanks kehna mujhe yd kare to kehna i miss u too delete karne lage to kas ke thapar marna aur kehna PAISAY LAGAY HAIN,"https://api.whatsapp.com/send?text=ae%20sms%20mere%20dost%20ko%20hello%20kehna%20
save%20kare%20to%20thanks%20kehna
mujhe%20yd%20kare%20to%20kehna%20i%20miss%20u%20too
delete%20karne%20lage%20to%20kas%20ke%20thapar%20marna%20aur%20kehna%20
PAISAY%20LAGAY%20HAIN"
2884,unki yaad main roy tub bhar gaya woh aye or naha kar chale gaye,"https://api.whatsapp.com/send?text=unki%20yaad%20main%20roy%20tub%20bhar%20gaya%20
woh%20aye%20or%20naha%20kar%20chale%20gaye"
2885,3 freinds waliking on a bridge they look down and see a man drowning they jump into da water 2 save him then they find out it was george bush bush:coz u saved my life i ll give u whatever u want 1st:i want a ferrari 2nd : i want a mansion 3rd: i want a wheelchair bush but u r not disabled 3rd: i will be when my dad finds out who i saved,"https://api.whatsapp.com/send?text=3%20freinds%20waliking%20on%20a%20bridge%20they%20look%20down%20and%20see%20a%20man%20drowning%20they%20jump%20into%20da%20water%202%20save%20him%20then%20they%20find%20out%20it%20was%20george%20bush

bush:coz%20u%20saved%20my%20life%20i%20ll%20give%20u%20whatever%20u%20want

1st:i%20want%20a%20ferrari
2nd%20:%20i%20want%20a%20mansion
3rd:%20i%20want%20a%20wheelchair
bush%20but%20u%20r%20not%20disabled
3rd:%20i%20will%20be%20when%20my%20dad%20finds%20out%20who%20i%20saved"
2886,"Punjabi Sms Master: Mein tenu kutte te essay likhan nu keha si, Likh ke kyu nahi liyanda ? Santa: Ki karda master g, jidan he mein kutte te Pen rakhia oh paj geya!!! ","https://api.whatsapp.com/send?text=Punjabi%20Sms%20Master:%20Mein%20tenu%20kutte%20te%20essay%20likhan%20nu
keha%20si,%20Likh%20ke%20kyu%20nahi%20liyanda%20?%20

Santa:%20Ki%20karda%20master%20g,
jidan%20he%20mein%20kutte%20te%20Pen%20rakhia%20oh%20paj%20geya!!!%20%20
%20
%20
"
2887,SITUATIONAL MSG ''Everyone wants to go to Heaven but no one wants die'' bole to!''sab ko top krna hai per perhna koi nhi chahta''..... Aako...,"https://api.whatsapp.com/send?text=SITUATIONAL%20MSG%20''Everyone%20wants%20to%20go%20to%20Heaven%20but%20no%20one%20wants%20die''%20bole%20to!''sab%20ko%20top%20krna%20hai%20per%20perhna%20koi%20nhi%20chahta''.....
Aako..."
2888,The rain makes all things beautiful. The grass & flowers 2. If rain makes all things beautiful why doesn’t it rain on you?,https://api.whatsapp.com/send?text=The%20rain%20makes%20all%20things%20beautiful.%20The%20grass%20&%20flowers%202.%20If%20rain%20makes%20all%20things%20beautiful%20why%20doesn’t%20it%20rain%20on%20you?
2889,"Teri Mohabbat Teri Wafa Hi Kafi Hay Tamam Umar e Aasra Hi Kafi Hy DAwat Karo Meri Mgr Takleef Na Krna Mere Liye Bas PIZZA, ZINGER, BROAST Aur COke Hi Kafi Hay","https://api.whatsapp.com/send?text=Teri%20Mohabbat%20Teri%20Wafa%20Hi%20Kafi%20Hay%20
Tamam%20Umar%20e%20Aasra%20Hi%20Kafi%20Hy%20
DAwat%20Karo%20Meri%20Mgr%20Takleef%20Na%20Krna%20
Mere%20Liye%20Bas%20PIZZA,%20ZINGER,%20BROAST%20Aur%20COke%20Hi%20Kafi%20Hay"
2890,"Women are like internet virus They enter your life, scan your pockets, transfer money, edit your mind, download their problems, delete you smile and hang you life. ","https://api.whatsapp.com/send?text=Women%20are%20like%20internet%20virus
They%20enter%20your%20life,%20scan%20your%20pockets,
transfer%20money,%20edit%20your%20mind,
download%20their%20problems,%20delete%20you%20smile
and%20hang%20you%20life.

"
2891,Movies related to university life. 1.Exam Evil dead 2.Classes Kabhi Kabhi 3.Viva Encounter 4.Examination Hall Chamber Of Secret 5.Examiner Don 6.Course Godzilla 7.Paper Checking Andha Qaanon 8.Exam Time Qiamat se Qiamat tak 9.Question Paper Aik Paheli 10.Answer Paper Kora Kagaz 11.Paper Out Plan 12.Result Sadma 13.Pass Chamatkar 14.Fail Devdas 15.Vacation Masti 16.Supplementary Akhri Rasta.,"https://api.whatsapp.com/send?text=Movies%20related%20to
university%20life.
1.Exam
Evil%20dead
2.Classes
Kabhi%20Kabhi
3.Viva
Encounter
4.Examination%20Hall
Chamber%20Of%20Secret
5.Examiner
Don
6.Course
Godzilla
7.Paper%20Checking
Andha%20Qaanon
8.Exam%20Time
Qiamat%20se%20Qiamat%20tak
9.Question%20Paper
Aik%20Paheli
10.Answer%20Paper
Kora%20Kagaz
11.Paper%20Out
Plan
12.Result
Sadma
13.Pass
Chamatkar
14.Fail
Devdas
15.Vacation
Masti
16.Supplementary
Akhri%20Rasta."
2892,Humain to dakwon nay loota chouron main khan dum tha Meri jaib wahin cuty jahan rush kum tha,"https://api.whatsapp.com/send?text=Humain%20to%20dakwon%20nay%20loota%20chouron%20main%20khan%20dum%20tha
Meri%20jaib%20wahin%20cuty%20jahan%20rush%20kum%20tha"
2893,1ST sardar:meray ghar aajana aaj dawat hai 2nd Sardar:ghar gaya to ghar pe koi nahin tha or door pe likha hua tha main ne mazak kiya tha; 2nd Sardar:door pe se mita k likh diya hahaha main to aaya hi nahin,"https://api.whatsapp.com/send?text=1ST%20sardar:meray%20ghar%20aajana%20aaj%20dawat%20hai
2nd%20Sardar:ghar%20gaya%20to%20ghar%20pe%20koi%20nahin%20tha%20or%20door%20pe%20likha%20hua%20tha%20main%20ne%20mazak%20kiya%20tha;
2nd%20Sardar:door%20pe%20se%20mita%20k%20likh%20diya%20hahaha%20main%20to%20aaya%20hi%20nahin"
2894,Height of Insult... ek larka gadhay kay samnaay gir gaya..! ek Khobsorat larki nay dekha or boli..! Apnay bary bahi kay paoon choo rhay ho?? Larka bola.... Je BHABEE,"https://api.whatsapp.com/send?text=Height%20of%20Insult...
ek%20larka%20gadhay%20kay%20samnaay%20gir%20gaya..!
ek%20Khobsorat%20larki%20nay%20dekha%20or%20boli..!
Apnay%20bary%20bahi%20kay%20paoon%20choo%20rhay%20ho??
Larka%20bola....
Je%20BHABEE"
2895,"T.C to sardar in Train: 'Ticket Dikhao. Sardar: 'Ha Ha, Ye lo' T.C: 'Ye to purani Ticket hai. Sardar: 'To train kya abhi Showroom se nikali hai? . ","https://api.whatsapp.com/send?text=T.C%20to%20sardar%20in%20Train:
'Ticket%20Dikhao.
Sardar:%20'Ha%20Ha,%20Ye%20lo'
T.C:%20'Ye%20to%20purani%20Ticket%20hai.%20
Sardar:%20'To%20train%20kya%20abhi%20Showroom%20se%20nikali%20hai?%20.%20"
2896,No visits no calls no messeges no miss calls where r u..........?im getting worried now.....!!!... kia zoo waly phir utha kay leh gay,"https://api.whatsapp.com/send?text=No%20visits
no%20calls
no%20messeges
no%20miss%20calls
where%20r%20u..........?im%20getting%20worried%20now.....!!!...
kia%20zoo%20waly%20phir%20utha%20kay%20leh%20gay"
2897,Waisey to ap humko Azeez ho halan -k ap kya Cheez ho na Call kaetey ho Na SmS Aur Nakhrey ap aisey kartey ho Jaisey SHOKAT AZIZ ho ,"https://api.whatsapp.com/send?text=Waisey%20to%20ap%20humko%20Azeez%20ho
halan%20-k%20ap%20kya%20Cheez%20ho
na%20Call%20kaetey%20ho%20Na%20SmS
Aur%20Nakhrey%20ap%20aisey%20kartey%20ho
Jaisey%20SHOKAT%20AZIZ%20ho%20"
2898,Kabhi hosla b azma lena chahiay Bure wqt me muskura lena chahiay Jab satwain din b na mitay khujli to 8ve din naha lena chahiay,"https://api.whatsapp.com/send?text=Kabhi%20hosla%20b%20azma%20lena%20chahiay
Bure%20wqt%20me%20muskura%20lena%20chahiay
Jab%20satwain%20din%20b%20na%20mitay%20khujli%20to
8ve%20din%20naha%20lena%20chahiay"
2899,mohabbat karne walon ko inkar acha nahi lagta. duniya walon ko ye inkar acha nahi lagta. jab taq larka larki bhag na jaen. in zalimo0n ko pyar acha nahi lagta.,"https://api.whatsapp.com/send?text=mohabbat%20karne%20walon%20ko%20inkar%20acha%20nahi%20lagta.
duniya%20walon%20ko%20ye%20inkar%20acha%20nahi%20lagta.
jab%20taq%20larka%20larki%20bhag%20na%20jaen.
in%20zalimo0n%20ko%20pyar%20acha%20nahi%20lagta."
2900,police ko 1 body mile hai .kaly dant hin .ghonsly jaisai bal hain .dimagh nahi hai .shakal paglon wali hai mujhey fikar ho rahi hai zara miscall to do ,"https://api.whatsapp.com/send?text=police%20ko%201%20body%20mile%20hai

.kaly%20dant%20hin
.ghonsly%20jaisai%20bal%20hain
.dimagh%20nahi%20hai
.shakal%20paglon%20wali%20hai

%20mujhey%20fikar%20ho%20rahi%20hai%20zara%20miscall%20to%20do%20%20%20%20"
2901,pathan bacha namaz ke bad dua mang raha tha ... ya ALLAH lahore ko pakistan ka capital banade.. maa ne pocha kion ? bach bola me ne paper me yahi likha hai..,"https://api.whatsapp.com/send?text=pathan%20bacha%20namaz%20ke%20bad%20dua%20mang%20raha%20tha%20...
ya%20ALLAH%20lahore%20ko%20pakistan%20ka%20capital%20banade..
maa%20ne%20pocha%20kion%20?
bach%20bola%20me%20ne%20paper%20me%20yahi%20likha%20hai.."
2902,"Ser Pe lahu, Chehray pe rait, Arz Kiya ha... Ser pe lahu, chehray pe rait, Wah Wah,,,, Ser pay lahu Chahray pay rait, Sajna ne phool mara gamley smait..!","https://api.whatsapp.com/send?text=Ser%20Pe%20lahu,
Chehray%20pe%20rait,

Arz%20Kiya%20ha...

Ser%20pe%20lahu,
chehray%20pe%20rait,

Wah%20%20Wah,,,,

Ser%20pay%20lahu%20Chahray%20pay%20rait,

Sajna%20ne%20phool%20mara%20gamley%20smait..!"
2903,WIFE:-mere mar janay ke baad tum kya keroge. HUSBAND:-main pagal hojaonga. WIFE:-tum doosri shadi to nahin kerogay. HUSBAND:-pagal to kuch bhi ker sakta hai.,"https://api.whatsapp.com/send?text=WIFE:-mere%20mar%20janay%20ke%20baad%20tum%20kya%20keroge.
HUSBAND:-main%20pagal%20hojaonga.
WIFE:-tum%20doosri%20shadi%20to%20nahin%20kerogay.
HUSBAND:-pagal%20to%20kuch%20bhi%20ker%20sakta%20hai."
2904,"Haqeeqat samjho ya afsaana, Apna samjho ya begana, Hamara aapka rishta hai purana, Is liye farz tha aapko batana, K garmi shuro ho gai hai, Ab shuro kardo nahana","https://api.whatsapp.com/send?text=Haqeeqat%20samjho%20ya%20afsaana,
Apna%20samjho%20ya%20begana,
Hamara%20aapka%20rishta%20hai%20purana,
Is%20liye%20farz%20tha%20aapko%20batana,
K%20garmi%20shuro%20ho%20gai%20hai,
Ab%20shuro%20kardo%20nahana"
2905,"Dont beleive on money. Bcoz it gives Bed but not sleep, It gives Books but not knowledge, It gives Luxuries but not hapiness. So Transfer it to My account.","https://api.whatsapp.com/send?text=Dont%20beleive%20on%20money.
Bcoz%20it%20gives%20Bed%20but%20not%20sleep,
It%20gives%20Books%20but%20not%20knowledge,
It%20gives%20Luxuries%20but%20not%20hapiness.

So%20Transfer%20it%20to%20My%20account."
2906,Piyar karo soojal ki tarhaan shaadian karo kashish ki tarhaan lambi umer ho baa ki tarhaan roote raho tulsi ki tarhaan sabko hansao gattu ki tarhaan rishte nibhao prena ki tarhaan shak karo bajajj ki tarhaan or or or or kiya? Tv band karo aur insan bano meri tarhaan.,"https://api.whatsapp.com/send?text=Piyar%20karo%20soojal%20ki%20tarhaan
shaadian%20karo%20kashish%20ki%20tarhaan
lambi%20umer%20ho%20baa%20ki%20tarhaan
roote%20raho%20tulsi%20ki%20tarhaan
sabko%20hansao%20gattu%20ki%20tarhaan
rishte%20nibhao%20prena%20ki%20tarhaan
shak%20karo%20bajajj%20ki%20tarhaan
or
or
or
or%20kiya?
Tv%20band%20karo%20aur%20insan%20bano%20meri%20tarhaan."
